Model,Fiyat_TL,RAM,Islemci,Isletim_Sistemi,Depolama,Ekran_Boyutu
ASUS Zenbook 14X OLED Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home) UM5401QA-KM751WS Thin...,31075,16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,34.04 cm (13.4 Inch) Display
Lenovo IdeaPad Gaming 3 Intel Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,31075,32 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,41.15 cm (16.2 inch) Display
Lenovo IdeaPad Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Laptop,31075,16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
Lenovo Ideapad Gaming 3 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,31075,16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,1 TB SSD,41.15 cm (16.2 inch) Display
"ASUS Vivobook Pro 15 For Creator, Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gra...",31075,16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
HP Pavilion Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1048TU Thin and Light Lap...,31075,16 GB Unified Memory RAM,Apple M2 Pro Processor,Mac OS Operating System,512 GB SSD,40.64 cm (16 Inch) Display
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) D552269WIN9S Laptop,31075,16 GB LPDDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,31038,16 GB Unified Memory RAM,Apple M1 Pro Processor,Mac OS Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
DELL Inspiron Ryzen 7 Octa Core 5825U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Notebook,31033,16 GB Unified Memory RAM,Apple M1 Pro Processor,Mac OS Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo Thinkbook Gen 2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Pro) TB14G2 Business Laptop,31032,32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,39.62 cm (15.6 Inch) Display
ASUS Ryzen 5 - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX NVIDIA® RTX™ 3050 4G...,30991,32 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
Lenovo Yoga Slim 7 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 82NC00EWIN Thin and Light...,30870,32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,43.94 cm (17.3 Inch) Display
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Laptop Thin an...,30870,32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,45.72 cm (18 Inch) Display
ASUS ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A5822TS Thin and Lig...,30865,32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) D552268WIN9S Laptop,30854,32 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2018TX Laptop,30823,16 GB LPDDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
Lenovo Thinkpad E series Core i5 12th Gen - (8 GB/512 GB SSD/DOS) TPE14G4 Business Laptop,30804,16 GB LPDDR5 RAM,Intel Core i5 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Touchscreen Display
DELL Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 15 Metal Laptop ...,30702,16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,43.94 cm (17.3 inch) Display
Acer Nitro 5 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,30655,32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
Acer Swift Go Intel EVO Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) SFG14-71-58UB Thin and L...,30655,16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 H...",30655,16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
DELL G15 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/12...,30655,32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Acer Nitro 5 (2023) Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,30655,32 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) ...,30655,32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,2 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 H...",30655,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
HP Pavilion Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1002TU Thin and Light Lap...,30618,16 GB DDR4 RAM,Intel Core i9 Processor (8th Gen),64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Victus Ryzen 5 Hexa Core 7535HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,30541,16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop,30533,16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 4GB NVIDIA G...,30450,16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,30450,32 GB DDR4 RAM,Intel Core i9 Processor (11th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) E15 Laptop,30445,16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Pavilion x360 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-ek0078TU Thin and Light Lapt...,30445,32 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 3511 Laptop,30441,16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,41.15 cm (16.2 inch) Display
ASUS Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) K3504VA-LK542WS Laptop,30340,32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo IdeaPad Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15AMN8 Thin and Light Lapt...,30319,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
ASUS ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4118T Thin and Light Lapt...,30303,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop,30239,32 GB DDR4 RAM,Intel Core i7 Processor (13th Gen),64 bit Windows 11 Operating System,1 TB SSD,33.78 cm (13.3 inch) Touchscreen Display
SAMSUNG Galaxy Book3 Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light ...,30235,16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050 4GB ...,30235,16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Infinix ZEROBOOK 13 Intel Core i7 13th Gen - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin and Light Lap...,30235,32 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
Lenovo IdeaPad Flex 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14IAU7 Thin and Light Lapto...,30235,32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
ASUS TUF Gaming F17 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,30235,32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo IdeaPad 5 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Ideapad 5 Pro14ITL6 U...,30234,32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin an...,30179,16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,36.07 cm (14.2 inch) Display
DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 5518 Thin and Light ...,29819,32 GB LPDDR4X RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,1 TB SSD,36.07 cm (14.2 inch) Display
ASUS VivoBook Ultra S14 Core i7 11th Gen - (8 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) S433EA-AM7...,29815,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Acer Nitro 5 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,29815,32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Valve Zen 2 2nd Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) Steam Deck Gaming Console Handh...,29815,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
Lenovo IdeaPad Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IRL8 Thin and Light Laptop,29815,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,40.64 cm (16 inch) Display
ASUS Core i7 7th Gen - (8 GB/1 TB HDD/Endless/4 GB Graphics/NVIDIA GeForce GTX 1050) FX553VD-DM013 Gam...,29815,16 GB DDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,29689,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA...,29610,16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Display
Lenovo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 4 Thin and Light Laptop,29610,16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,2 TB SSD,36.83 cm (14.5 Inch) Touchscreen Display
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2056AU Thin ...,29605,16 GB DDR4 RAM,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,512 GB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2055AU Thin ...,29605,16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Pavilion (2023) Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-eg2091TU Thin and Li...,29605,16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
HP Pavilion Aero (2023) Ryzen 5 Hexa Core 7535U - (16 GB/512 GB SSD/Windows 11 Home) 13-BE2057AU Thin ...,29479,32 GB DDR4 RAM,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Pavilion Gaming Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,29400,32 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) INSPIRON 5518 Thin a...,29399,16 GB LPDDR5 RAM,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
HP 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-ek...,29399,16 GB LPDDR3 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB SSD,40.64 cm (16 Inch) Display
DELL Ryzen 5 Hexa Core AMD R5-6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,29395,16 GB DDR4 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Envy Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 13-ad125TU Thin and Light Laptop,29395,16 GB DDR4 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3502ZA-L502WS Laptop,29395,16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Touchscreen Display
MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 205...,29395,16 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
ASUS Core i5 11th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) FX50...,29395,8 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
Lenovo Yoga Slim 7 Pro Intel Evo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and...,29395,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
GIGABYTE G5 ME-51IN213SH Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,29395,16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
MSI Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B13M-288IN Thin and Light Laptop,29395,16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,512 GB SSD,39.62 cm (15.6 Inch) Display
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3502ZA-L501WS Laptop,29395,16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14IHU5 Thin and Lig...,29395,16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,"15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits"
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,29395,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
ASUS Vivobook S 14 Flip (2023) Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) TN3402YAB-...,29395,16 GB DDR4 RAM,Intel Core i7 Processor (9th Gen),64 bit Windows 10 Operating System,1 TB SSD,43.94 cm (17.3 Inch) Display
ASUS ROG Ally Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handheld Ga...,29395,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
DELL Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5501 Thin an...,29358,16 GB LPDDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Pavilion Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-ek0086TU Thin and Light Laptop,29353,16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
DELL Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) IN5430NH6KJM01ORS1 Laptop,29353,16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
DELL Inspiron 3505 Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 3505 Thin and ...,29316,16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,43.94 cm (17.3 inches) Display
acer Swift 5 Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) SF514-55TA Thin and Light ...,29190,16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,"Steel Series Engine 3, Matrix Display (Extend), VR Ready, Cooler Boost 5, Per-Key RGB gaming keyboard by Steelseries, Hi-Res Audio, Nahimic 3, Thin Bezel, 240Hz Panel, WiFi 6E, Discrete Graphics Mode, Speaker Tuning Engine, 2.5Gb"
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14ALC7 Thin and Lig...,29190,8 GB DDR3 RAM,Intel Core i5 Processor (8th Gen),Mac OS Operating System,512 GB SSD,40.64 cm (16 Inch) Display
DELL Vostro Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Thin and Light Laptop,29185,16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
Lenovo IdeaPad Gaming 3i Intel Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graph...,29185,16 GB DDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,34.04 cm (13.4 Inch) Touchscreen Display
HP 15s (2023) Intel Core i5 13th Gen - (8 GB/1 TB SSD/Windows 11 Home) 15-fd0012TU Thin and Light Lapt...,29185,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,103.23 cm (40.64 cm) Display
DELL Core i5 12th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3520 Thin an...,29185,32 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Touchscreen Display
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and...,29101,16 GB LPDDR4X RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,1 TB SSD,34.04 cm (13.4 inch) Touchscreen Display
HP Victus Ryzen 5 Hexa Core 6600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,29037,32 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,45.72 cm (18 inch) Display
DELL Vostro 5000 Series Ryzen 5 Quad Core Ryzen 5-5625U - (16 GB/512 GB SSD/Windows 10 Home) Vostro 56...,28980,16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,1 TB SSD,35.56 cm (14 inch) Display
HP Envy x360 AG Series Ryzen 5 Quad Core 2500U - (8 GB/256 GB SSD/Windows 10 Home) 13-AG0035AU 2 in 1 ...,28980,16 GB DDR5 RAM,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,40.89 cm (16.1 Inch) Display
Acer Aspire 7 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,28980,16 GB DDR4 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,512 GB SSD,40.89 cm (16.1 Inch) Display
ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1405ZA-KM511WS Thin and Light Laptop,28979,16 GB DDR4 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 Inch) Display
HP Envy x360 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) 13-AY0045AU 2 in 1 Laptop,28979,16 GB DDR5 RAM,Intel Core i7 Processor (13th Gen),Windows 11 Operating System,512 GB SSD,40.64 cm (16 Inch) Touchscreen Display
ASUS Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home) M1405YAKM541WS Laptop,28979,32 GB LPDDR5 RAM,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,1 TB SSD,35.56 cm (14 Inch) Display
ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,28975,16 GB DDR5 RAM,Intel Core i9 Processor (13th Gen),Windows 11 Operating System,1 TB SSD,35.56 cm (14 inch) Display
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1511WS Thi...,28975,16 GB LPDDR5 RAM,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,1 TB SSD,39.62 cm (15.6 inch) Display
HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX ...,28975,16 GB DDR4 RAM,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 Inch) Touchscreen Display
DELL Inspiron 5430 Core i5 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) IN5430YXVW9M01ORS1 Laptop,28975,16 GB DDR4 RAM,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,512 GB HDD|512 GB SSD,39.62 cm (15.6 Inch) Display
HP Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15-hr0001TU Thin and Light Laptop,28975,16 GB DDR4 RAM,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,2 TB SSD,40.64 cm (16 Inch) Display
"ASUS Vivobook Pro 15 For Creator, Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gra...",28975,16 GB DDR5 RAM,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,1 TB SSD,40.64 cm (16 Inch) Display
HP Pavilion 14 (2023) Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) Pavilion 14-DV2041TU...,28975,16 GB DDR4 RAM,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,512 GB SSD,34.04 cm (13.4 Inch) Touchscreen Display
